Guests;Price avg;Ranking position avg;Number of views;Price difference;Hotel name;Location;Distance;Type;Quality;Rating;Special;Review;Description;Bedrooms;Living Rooms;Bathrooms;Kitchens;Surface Area (m2);Total Beds;Individual Beds;Double Beds;Double Large Beds;Double Extralarge Beds;Sofa Beds;Bunk Beds
4;294.0;211.0;53;68.0;El Almirez;Centro de Granada, Granada;250;apartamento;4;9.8;;137;Apartamento de 2 dormitorios;2;0;2;1;70;3;2;0;1;0;0;0
4;176.0;184.0;61;-28.0;El Balcón de Plaza de Toros - Granada;Beiro, Granada;1800;apartamento;3;8.2;;9;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
2;283.0;321.0;6;-16.0;El Balcón de Santiago;Centro de Granada, Granada;400;apartamento;3;8.6;;31;Apartamento con balcón;1;1;1;1;42;2;0;1;0;0;1;0
8;534.0;191.0;72;-67.0;El Balcón del Albaicín;Albaicín, Granada;900;apartamento;3;9.0;preferente;31;2×;2;0;2;2;0;8;0;4;0;0;4;0
8;316.0;142.0;278;-7.0;El Balcón del Albaicín;Albaicín, Granada;900;apartamento;3;9.0;preferente;31;Apartamento de 2 dormitorios - Placeta de Fátima, 10;2;1;1;1;35;4;0;2;0;0;2;0
4;281.0;241.0;23;1.0;El Beso de Elvira;Albaicín, Granada;500;apartamento;4;8.9;;26;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;0;1;0;0;1
8;699.0;172.0;142;58.0;El Carmen de mis Abuelos;Albaicín, Granada;1100;apartamento;4;0.0;destacado;0;Villa;5;0;2;1;470;6;4;2;0;0;0;0
6;473.0;206.0;119;119.0;El Diez de Sultana;Zaidín, Granada;2600;apartamento;3;9.6;;26;Casa de 3 dormitorios;3;0;3;0;115;4;2;2;0;0;0;0
8;510.0;130.0;228;35.0;El Generalife cerca centro con Piscina y Barbacoa y Sierra Nevada;Genil, Granada;2400;apartamento;3;7.5;preferente;16;Apartamento;5;1;4;1;250;8;6;1;0;0;1;0
8;501.0;186.0;99;131.0;El Generalife cerca centro y Sierra Nevada con Piscina y Barbacoa y Parking Gratis;Genil, Granada;2400;apartamento;3;7.8;preferente;19;Apartamento;5;1;4;1;250;8;6;1;0;0;1;0
8;539.0;255.0;45;-351.0;El Granado Hostel;Centro de Granada, Granada;600;;0;9.0;;565;Habitación Doble Deluxe;0;0;0;0;0;1;0;1;0;0;0;0
8;456.0;310.0;9;-231.0;El Granado Hostel;Centro de Granada, Granada;600;;0;9.0;;559;1×;0;0;0;0;12;4;0;0;0;0;0;1
8;510.0;211.0;9;-274.0;El Granado Hostel;Centro de Granada, Granada;600;;0;9.0;;559;1×;0;0;0;0;20;6;0;0;0;0;0;1
8;548.0;88.0;4;-553.0;El Granado Hostel;Centro de Granada, Granada;600;;0;9.0;;559;1×;0;0;0;0;32;8;0;0;0;0;0;1
6;557.0;200.0;191;267.0;El Jardin de la Duquesa;Centro de Granada, Granada;450;apartamento;4;9.4;preferente;65;Apartamento;4;1;2;1;120;6;5;1;0;0;0;0
6;1355.0;238.0;90;767.0;El Ladrón De Agua Palacete;Albaicín, Granada;400;hotel;3;9.9;plus;8;2×;1;0;2;2;0;4;0;0;0;2;2;0
6;601.0;110.0;67;359.0;El Ladrón De Agua Palacete;Albaicín, Granada;400;hotel;3;9.9;plus;8;1×;2;1;1;1;25;1;0;0;1;0;0;0
8;1608.0;134.0;189;833.0;El Ladrón De Agua Palacete;Albaicín, Granada;400;hotel;3;9.9;plus;8;1×;1;1;1;1;40;2;0;0;0;1;1;0
4;885.0;122.0;56;653.0;El Ladrón De Agua Palacete;Albaicín, Granada;400;hotel;3;9.9;plus;8;Apartamento de 2 dormitorios;2;1;2;1;63;4;2;0;0;1;1;0
4;373.0;259.0;6;66.0;El Olivo HOME en Plaza Nueva - NEW;Centro de Granada, Granada;200;apartamento;3;9.3;;37;Apartamento de 3 dormitorios;3;0;0;0;0;3;1;2;0;0;0;0
4;277.0;238.0;59;69.0;El Realejo Paradise;Centro de Granada, Granada;700;apartamento;4;9.2;;79;Apartamento de 1 dormitorio;1;1;1;1;50;2;0;1;0;0;1;0
6;1182.0;231.0;83;682.0;El Refugio De Noa;Granada;20100;;0;0.0;;0;Apartamento de 2 dormitorios;2;0;0;0;0;3;1;1;0;0;0;1
4;249.0;169.0;108;64.0;El Rey Zagal apartament Casa Siglo XVI pleno Centro Granada;Albaicín, Granada;700;apartamento;3;9.1;preferente;64;Apartamento de 2 dormitorios;2;1;1;1;70;4;2;1;0;0;1;0
2;199.0;214.0;45;30.0;El Rincón Nazarí - Vistas a la Alhambra y terraza;Albaicín, Granada;800;apartamento;3;10.0;;2;Apartamento de 1 dormitorio;1;1;1;1;45;2;0;1;0;0;1;0
8;311.0;57.0;108;-94.0;El Rincón de Granata;Centro de Granada, Granada;1100;;0;8.7;;19;Apartamento de 3 dormitorios;3;1;2;1;100;8;6;0;0;0;2;0
2;174.0;335.0;12;-48.0;El Rincón del Realejo - Granada Centro;Centro de Granada, Granada;700;apartamento;3;8.5;;4;Apartamento de 1 dormitorio;1;1;1;1;58;2;0;1;0;0;1;0
8;374.0;242.0;177;-100.0;El Zaguan;Centro de Granada, Granada;800;apartamento;3;8.7;;106;Habitación Doble;0;0;0;0;0;1;0;0;1;0;0;0
6;489.0;266.0;89;108.0;El café Paris de apartamentos CV;Albaicín, Granada;200;apartamento;4;9.6;destacado;5;Apartamento de 3 dormitorios;3;0;2;1;94;3;0;1;2;0;0;0
8;731.0;171.0;195;261.0;El jardín de la abuela;Granada;6200;apartamento;4;9.6;;53;Casa;6;0;4;1;340;9;7;2;0;0;0;0
4;684.0;250.0;3;292.0;El mirador de La Alhambra;Albaicín, Granada;450;apartamento;4;10.0;;1;Apartamento Superior de 2 dormitorios;2;1;1;1;68;2;0;2;0;0;0;0
4;249.0;258.0;6;52.0;El rinconcito del Albaicin Parking Incluido;Albaicín, Granada;600;apartamento;4;9.4;;7;Apartamento;1;1;1;1;40;2;0;0;1;0;1;0
6;316.0;87.0;34;-25.0;El rincón de Rosa;Beiro, Granada;2200;apartamento;4;9.7;;72;Apartamento de 3 dormitorios;3;0;2;1;130;4;2;2;0;0;0;0
2;160.0;265.0;26;-10.0;El Ángel 2;Centro de Granada, Granada;450;apartamento;3;9.3;;32;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
4;443.0;288.0;8;119.0;Elegant Townhall Apartment with views;Centro de Granada, Granada;200;apartamento;4;9.2;;23;Apartamento;2;0;2;1;85;2;0;2;0;0;0;0
8;1925.0;191.0;200;1378.0;Elegant Villa in Granada with Pool and Garden;Granada;51400;apartamento;4;0.0;;0;Villa de 9 dormitorios;9;0;0;1;380;17;13;4;0;0;0;0
4;370.0;350.0;2;23.0;Elegant and Central Location;Centro de Granada, Granada;100;;0;6.4;;7;Apartamento;0;0;1;1;47;0;0;0;0;0;0;0
4;554.0;277.0;17;239.0;Elegante apartamento en Granada by beBalmy;Barrio de Ronda, Granada;1000;apartamento;3;0.0;;0;Apartamento de 3 dormitorios;3;0;1;1;80;4;3;1;0;0;0;0
4;370.0;304.0;4;25.0;Elvira 81;Centro de Granada, Granada;400;apartamento;3;6.3;;7;Apartamento;3;1;1;1;10;3;2;0;1;0;0;0
2;246.0;340.0;1;-149.0;Elvira Elegant Suite Gran Vía-Catedral;Centro de Granada, Granada;250;apartamento;4;9.3;;9;Apartamento de 1 dormitorio;1;1;1;1;47;2;0;1;0;0;1;0
4;512.0;270.0;4;99.0;Elvira Love Centro;Albaicín, Granada;350;apartamento;4;8.0;;25;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;2;0;0;0;0
2;152.0;259.0;34;-49.0;Elvira Residences - Granada Centro & Gran Vía;Centro de Granada, Granada;500;apartamento;3;6.1;;7;Apartamento de 1 dormitorio;1;1;1;1;40;1;0;1;0;0;0;0
8;876.0;201.0;170;134.0;Elvira Suites;Centro de Granada, Granada;350;hotel;3;8.8;preferente;633;2×;1;0;2;2;0;6;4;0;0;0;2;0
8;557.0;239.0;90;104.0;Elvira Suites;Centro de Granada, Granada;350;hotel;3;8.8;preferente;633;Apartamento de 1 dormitorio;1;1;1;1;60;3;2;0;0;0;1;0
8;1462.0;93.0;2;312.0;Elvira Suites;Centro de Granada, Granada;350;hotel;3;8.9;preferente;653;1×;1;1;1;1;85;2;0;0;1;0;1;0
6;544.0;173.0;160;135.0;Elvira Suites;Centro de Granada, Granada;350;hotel;3;8.8;preferente;633;Apartamento de 2 dormitorios;2;1;1;1;90;5;4;0;0;0;1;0
8;503.0;279.0;110;-72.0;Elvira Urban Living - Granada centro;Centro de Granada, Granada;350;apartamento;3;5.8;;9;1×;1;1;1;1;40;1;0;1;0;0;0;0
4;263.0;194.0;19;64.0;Emblematic Apartment in the Realejo;Centro de Granada, Granada;350;apartamento;3;9.2;;58;Apartamento de 3 dormitorios;3;0;2;1;100;4;3;1;0;0;0;0
4;382.0;177.0;107;179.0;Embrujo;Albaicín, Granada;450;apartamento;3;9.2;plus;91;Apartamento de 2 dormitorios;2;1;1;1;70;3;0;2;0;0;1;0
4;197.0;272.0;71;-15.0;Emperatriz Granada;Barrio de Ronda, Granada;900;apartamento;3;8.2;;133;Apartamento Deluxe;1;1;1;1;60;2;0;1;0;0;1;0
4;206.0;326.0;22;-2.0;Encantador piso pleno Centro y cerca de la Alhambra;Centro de Granada, Granada;700;apartamento;3;8.4;;22;Apartamento de 1 dormitorio;1;1;1;1;62;2;0;1;0;0;1;0
4;307.0;264.0;25;81.0;Encanto en Arco Elvira Centro junto a Catedral;Centro de Granada, Granada;700;apartamento;4;9.6;;32;Apartamento de 3 dormitorios;3;0;0;0;0;3;1;2;0;0;0;0
4;258.0;288.0;28;9.0;Encanto en el corazón Granada con Parking Gratis;Centro de Granada, Granada;1000;apartamento;4;0.0;;0;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;443.0;274.0;88;26.0;EnjoyGranada ARCOIRIS;Zaidín, Granada;1900;apartamento;4;9.2;;34;Apartamento Superior de 1 dormitorio con terraza;1;0;1;1;100;3;0;2;0;0;1;0
4;198.0;248.0;5;11.0;EnjoyGranada CARLOS CANO I;Centro de Granada, Granada;300;apartamento;3;8.3;preferente;174;Apartamento de 2 dormitorios;2;1;1;1;70;2;0;2;0;0;0;0
4;203.0;282.0;4;8.0;EnjoyGranada CARLOS CANO II;Centro de Granada, Granada;300;apartamento;3;8.1;preferente;192;Apartamento;2;1;1;1;75;3;0;2;0;0;1;0
8;319.0;147.0;94;-34.0;EnjoyGranada CORAZONES;Centro de Granada, Granada;600;apartamento;3;8.4;preferente;123;Apartamento Superior;2;1;1;1;70;3;0;2;0;0;1;0
6;342.0;82.0;33;-35.0;EnjoyGranada CORAZONES;Centro de Granada, Granada;600;apartamento;3;8.4;preferente;123;Apartamento Superior;2;1;1;1;72;3;0;2;0;0;1;0
4;215.0;286.0;28;3.0;EnjoyGranada EMIR 3B y Parking;Zaidín, Granada;2100;apartamento;4;9.6;;7;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
4;202.0;297.0;19;1.0;EnjoyGranada EMIR 3F - POOL, GYM & Free Parking;Zaidín, Granada;2100;apartamento;4;8.9;;153;Apartamento;1;1;1;1;60;2;0;1;0;0;1;0
6;409.0;194.0;95;24.0;EnjoyGranada EMIR 4C + Parking;Zaidín, Granada;2100;apartamento;4;9.1;;96;Apartamento de 2 dormitorios;2;0;0;0;0;4;1;2;0;0;1;0
4;228.0;275.0;37;39.0;EnjoyGranada LUJO Piscina y Parking;Zaidín, Granada;2200;apartamento;4;9.0;preferente;186;Suite con terraza;2;1;1;0;0;2;0;2;0;0;0;0
8;484.0;199.0;148;-23.0;EnjoyGranada LUJO Piscina y Parking;Zaidín, Granada;2200;apartamento;4;9.0;preferente;186;1×;2;1;1;1;85;2;0;2;0;0;0;0
8;583.0;173.0;109;152.0;EnjoyGranada PLAZA NUEVA HOMES;Centro de Granada, Granada;100;apartamento;4;8.9;plus;214;1×;2;1;1;1;70;3;0;1;1;0;1;0
4;374.0;272.0;1;95.0;EnjoyGranada RECOGIDAS HOMES;Barrio de Ronda, Granada;600;apartamento;4;9.1;;8;Apartamento de 2 dormitorios;2;0;1;1;90;2;0;2;0;0;0;0
6;335.0;259.0;79;-29.0;EnjoyGranada TREVENQUE Center;Genil, Granada;1700;apartamento;3;8.5;;138;Apartamento;2;1;2;1;85;3;0;2;0;0;1;0
6;203.0;88.0;75;-94.0;Entire house close to Albaicin and the city center;Granada;1600;apartamento;3;7.5;;90;Casa de 2 dormitorios;2;0;2;1;96;5;1;1;1;0;2;0
4;450.0;53.0;1;-38.0;Esencias de la Alhambra;Albaicín, Granada;250;apartamento;3;8.7;preferente;60;Habitación Doble con baño privado;0;0;0;0;0;2;0;0;1;0;1;0
8;580.0;208.0;351;44.0;Esencias de la Alhambra;Albaicín, Granada;250;apartamento;3;8.7;preferente;62;1×;1;1;1;1;40;2;0;1;0;0;1;0
4;367.0;277.0;5;-46.0;Esmeralda's House;Albaicín, Granada;900;apartamento;3;8.4;;63;Apartamento con terraza;1;1;1;1;50;2;0;0;1;0;1;0
4;151.0;130.0;66;-35.0;Espléndido piso en el centro;Albaicín, Granada;700;apartamento;3;8.0;;21;Apartamento de 2 dormitorios;2;0;1;1;60;2;0;2;0;0;0;0
4;200.0;204.0;62;-19.0;Estancia Confortable en el Centro de Granada;Barrio de Ronda, Granada;900;apartamento;4;7.5;;4;Apartamento de 3 dormitorios;3;0;0;0;0;4;4;0;0;0;0;0
2;159.0;328.0;8;-22.0;Estancia de Ensueño y Relax Parking Gratuito;Beiro, Granada;1300;apartamento;3;7.3;;8;Apartamento de 1 dormitorio;1;0;1;1;50;1;0;1;0;0;0;0
2;157.0;312.0;42;-20.0;Estudio Deluxe en Jardines del Triunfo - Granada;Beiro, Granada;1300;apartamento;3;9.0;;2;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
2;130.0;209.0;34;-73.0;Estudio El Zoco;Albaicín, Granada;1100;apartamento;3;8.2;;83;Apartamento;1;1;1;1;30;1;0;1;0;0;0;0
2;133.0;247.0;59;-40.0;Estudio Inora;Barrio de Ronda, Granada;700;apartamento;3;8.9;;101;Apartamento Estudio;1;1;1;1;40;1;0;1;0;0;0;0
2;180.0;303.0;8;-113.0;Estudio en Albaicin 1A, Granada;Sacromonte, Granada;1000;apartamento;3;8.8;;33;Casa;1;1;1;1;40;1;0;1;0;0;0;0
4;199.0;311.0;43;18.0;Estudio en zona centro de Granada;Centro de Granada, Granada;700;;0;8.0;;43;Apartamento de 1 dormitorio;1;1;1;0;0;2;0;1;0;0;1;0
4;323.0;308.0;3;-124.0;Estudio moderno Gran Vía;Centro de Granada, Granada;700;apartamento;3;7.7;;40;Apartamento de 1 dormitorio;1;1;1;1;50;2;0;1;0;0;1;0
8;969.0;160.0;189;431.0;Estupenda Villa con piscina 5 minutos centro Granada Prohibido fiestas;Genil, Granada;2400;apartamento;4;8.1;preferente;34;Villa;6;0;3;1;700;12;7;5;0;0;0;0
8;1125.0;195.0;169;532.0;Eurostars Gran Via;Centro de Granada, Granada;250;hotel;5;8.6;preferente;40;Habitación Doble - 1 o 2 camas;0;0;0;0;0;2;2;0;0;0;0;0
8;1551.0;272.0;118;872.0;Eurostars Gran Via;Centro de Granada, Granada;250;hotel;5;8.6;preferente;40;1×;2;1;2;0;70;2;0;0;0;2;0;0
8;939.0;195.0;390;369.0;Eurostars Puerta Real;Centro de Granada, Granada;400;hotel;4;8.9;plus;860;1×;0;0;0;0;0;1;0;1;0;0;0;0
8;575.0;312.0;129;128.0;Eurostars San Antón;Barrio de Ronda, Granada;900;hotel;4;0.0;preferente;0;1×;0;0;0;0;0;2;2;0;0;0;0;0
8;852.0;150.0;286;406.0;Exclusive 4BR Villa Private pool over Alhambra;Albaicín, Granada;600;apartamento;4;8.7;preferente;35;Villa;4;0;3;1;200;4;0;4;0;0;0;0
8;806.0;153.0;97;74.0;Exclusive Cotobro Villa & Pool;Granada;50200;apartamento;4;0.0;;0;Villa;4;0;3;1;250;6;4;1;1;0;0;0
4;369.0;320.0;2;15.0;Exclusividad a Pie de la Torre de la Catedral;Centro de Granada, Granada;250;;0;9.2;;39;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;1;0;0;0;1
6;311.0;106.0;173;-16.0;Exclusivo Piso Granada, PARKING PRIVADO OPCIONAL;Barrio de Ronda, Granada;700;apartamento;3;8.5;;66;Apartamento de 2 dormitorios;2;0;1;1;60;2;0;2;0;0;0;0
8;708.0;218.0;302;72.0;Exe Triunfo Granada;Centro de Granada, Granada;700;hotel;4;8.0;preferente;744;1×;0;0;0;0;0;0;2;0;0;0;0;0
4;155.0;212.0;31;-25.0;Expoholidays - Granada centro Elvira PARKING gratis;Albaicín, Granada;600;apartamento;3;7.2;;74;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;2;0;0;0;0
8;655.0;182.0;160;126.0;Extraordinaria Villa con piscina y chimenea;Granada;10600;apartamento;4;9.5;;4;Casa de 5 dormitorios;5;0;4;1;500;8;4;3;1;0;0;0
4;419.0;224.0;27;158.0;FAISÁN 20 Apartamento;Beiro, Granada;1600;apartamento;4;9.9;preferente;20;Apartamento de 3 dormitorios;3;1;2;1;120;3;1;0;1;1;0;0
8;479.0;120.0;405;16.0;FAMILY CATEDRAL CENTRO;Centro de Granada, Granada;150;apartamento;3;8.3;preferente;60;Apartamento de 3 dormitorios;3;1;1;1;10;12;4;2;0;0;6;0
2;238.0;234.0;38;65.0;FERALA SUITES ALBAYZíN;Albaicín, Granada;500;apartamento;4;9.7;;285;Apartamento de 1 dormitorio;1;1;1;1;37;1;0;1;0;0;0;0
2;281.0;319.0;4;101.0;FERALA SUITES ALBAYZíN;Albaicín, Granada;500;apartamento;4;9.7;;285;Apartamento con terraza;1;1;1;1;48;1;0;1;0;0;0;0
4;185.0;154.0;113;-20.0;FLEMING CENTRO;Beiro, Granada;1300;apartamento;3;8.2;;98;Apartamento de 2 dormitorios;2;1;1;1;62;2;0;2;0;0;0;0
6;388.0;115.0;150;30.0;Fabuloso Piso junto a Paseo de la Bomba;Centro de Granada, Granada;1100;apartamento;4;8.4;;56;Apartamento;3;1;3;1;80;5;2;1;1;0;1;0
2;333.0;333.0;2;32.0;Fabulous Apartment in Granada;Barrio de Ronda, Granada;1400;apartamento;3;9.8;;5;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
6;515.0;159.0;42;38.0;Familiar y luminoso piso 145 m2 cerca P Congresos;Barrio de Ronda, Granada;450;apartamento;4;9.6;preferente;8;Apartamento de 2 dormitorios;2;0;0;0;0;2;0;2;0;0;0;0
4;308.0;143.0;68;59.0;Fantastico Apartamento Suite en centro de Granada;Barrio de Ronda, Granada;700;apartamento;3;9.3;preferente;78;Apartamento con terraza;1;1;1;1;45;2;0;1;0;0;1;0
4;242.0;242.0;18;-11.0;Fantastico apartamento en Granada;Zaidín, Granada;1900;apartamento;3;8.4;;99;Apartamento de 2 dormitorios;2;0;1;1;49;3;2;1;0;0;0;0
2;188.0;221.0;45;18.0;FerAla Suites Centro A;Centro de Granada, Granada;300;apartamento;4;9.2;;145;Apartamento de 1 dormitorio;1;1;1;1;43;1;0;1;0;0;0;0
2;193.0;196.0;39;29.0;FerAla Suites Centro B;Centro de Granada, Granada;300;apartamento;3;9.4;;155;Apartamento;1;1;1;1;45;1;0;1;0;0;0;0
8;871.0;268.0;41;281.0;Ferola Homes;Beiro, Granada;1700;apartamento;3;9.4;;21;1×;1;1;1;1;30;2;0;1;0;0;1;0
4;282.0;252.0;38;7.0;Fleming Suites junto Plaza Toros;Beiro, Granada;1900;apartamento;4;0.0;;0;Apartamento de 3 dormitorios;3;0;0;0;0;2;1;1;0;0;0;0
8;430.0;156.0;162;23.0;Florentia San Nicolás;Albaicín, Granada;700;apartamento;3;8.8;plus;845;1×;1;1;1;1;35;2;0;1;0;0;1;0
8;551.0;203.0;86;40.0;Florentia San Nicolás;Albaicín, Granada;700;apartamento;3;8.8;plus;845;1×;1;1;1;1;45;2;0;1;0;0;1;0
6;403.0;360.0;3;51.0;Frailes Apartments Granada;Barrio de Ronda, Granada;500;apartamento;3;8.7;;66;Apartamento de 1 dormitorio;1;0;1;1;45;2;0;1;0;0;1;0
8;475.0;242.0;224;-69.0;Futurotel Granada Dreams;Centro de Granada, Granada;700;hotel;2;7.4;plus;739;2×;0;0;0;0;0;2;2;0;0;0;0;0
8;382.0;189.0;371;-182.0;Futurotel Spa Garden;Centro de Granada, Granada;500;;0;6.8;plus;468;2×;0;0;0;0;0;4;0;2;0;0;2;0
4;420.0;270.0;13;91.0;G5 Realejo apartment;Centro de Granada, Granada;450;apartamento;3;9.6;;20;Apartamento de 2 dormitorios;2;0;0;0;0;3;0;2;0;0;1;0
8;607.0;124.0;188;-161.0;GLORIA SUITES;Albaicín, Granada;700;apartamento;3;7.7;plus;501;2×;1;0;2;2;0;4;0;4;0;0;0;0
8;286.0;75.0;129;20.0;GLORIA SUITES;Albaicín, Granada;700;apartamento;3;7.7;plus;501;Apartamento Deluxe de 1 dormitorio;1;0;1;1;40;2;0;2;0;0;0;0
6;382.0;58.0;185;-35.0;GLORIA SUITES;Albaicín, Granada;700;apartamento;3;7.7;plus;501;Apartamento de 2 dormitorios con vistas a la Alhambra;2;0;1;1;50;3;0;2;0;0;1;0
4;179.0;267.0;24;-30.0;GRAN VIA 1B & Parking opcional;Centro de Granada, Granada;700;apartamento;3;8.2;;184;Apartamento Superior;1;1;1;1;55;2;0;1;0;0;1;0
4;179.0;295.0;11;-41.0;GRAN VIA 2B & Parking opcional;Centro de Granada, Granada;700;apartamento;3;7.8;;157;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
8;703.0;78.0;176;310.0;GRAN VÍA DELUXE;Centro de Granada, Granada;400;apartamento;4;9.3;preferente;43;Apartamento Superior;4;1;3;1;231;5;2;3;0;0;0;0
4;514.0;233.0;9;123.0;GRANADA CENTRO HISTORICO PUENTEZUELAS;Centro de Granada, Granada;500;apartamento;3;9.0;;60;Apartamento de 1 dormitorio;1;1;1;1;67;2;0;1;0;0;1;0
8;503.0;110.0;55;18.0;GRAZARIEs -Piso Centrico Granada-;Barrio de Ronda, Granada;800;;0;10.0;;1;Apartamento Deluxe de 5 dormitorios;5;1;2;1;180;5;1;4;0;0;0;0
8;622.0;106.0;231;50.0;GRAZARIEs PISO M CAMPOS con RECOGIDAS;Barrio de Ronda, Granada;800;;0;0.0;;0;Apartamento Deluxe de 5 dormitorios;5;1;2;1;180;5;1;4;0;0;0;0
4;376.0;326.0;1;12.0;GRX Gran vía Catedral;Centro de Granada, Granada;250;apartamento;3;9.0;;2;Apartamento de 2 dormitorios;2;1;1;1;47;4;2;1;0;0;1;0
6;517.0;193.0;132;143.0;GUNI SUITES JARDINEs;Barrio de Ronda, Granada;1400;apartamento;4;9.7;preferente;76;Apartamento de 3 dormitorios;3;1;2;1;105;4;2;2;0;0;0;0
8;1176.0;296.0;48;544.0;Gala Placida 1923;Genil, Granada;1400;;0;7.2;preferente;495;1×;0;0;0;0;0;2;0;1;0;0;0;0
8;1425.0;192.0;2;691.0;Gala Placida 1923;Genil, Granada;1400;;0;7.2;preferente;495;1×;1;0;1;0;45;2;0;1;0;0;0;0
8;1007.0;224.0;196;409.0;Gar Anat Hotel Boutique;Centro de Granada, Granada;150;hotel;3;8.8;preferente;135;Habitación Doble Económica;0;0;0;0;0;1;0;1;0;0;0;0
8;565.0;274.0;10;-30.0;Garnata;Centro de Granada, Granada;600;apartamento;3;9.2;;58;2×;2;0;4;2;0;8;4;2;0;0;2;0
4;292.0;139.0;1;-34.0;Garnata;Centro de Granada, Granada;600;apartamento;3;9.2;;58;Apartamento de 2 dormitorios;2;1;2;1;70;4;2;1;0;0;1;0
8;438.0;52.0;109;-29.0;Genteel Home Alhacaba;Albaicín, Granada;800;apartamento;4;8.8;preferente;70;Casa de 4 dormitorios con terraza;4;1;2;1;248;6;4;2;0;0;0;0
8;579.0;46.0;78;141.0;Genteel Home Alhóndiga Granada;Centro de Granada, Granada;400;apartamento;4;9.4;preferente;68;Apartamento con terraza;5;1;4;1;200;7;4;3;0;0;0;0
4;319.0;323.0;33;127.0;Genteel Home Amira;Barrio de Ronda, Granada;700;apartamento;4;8.7;preferente;66;Apartamento Superior;2;0;1;1;80;3;2;1;0;0;0;0
4;299.0;239.0;49;106.0;Genteel Home Bib Rambla;Centro de Granada, Granada;200;apartamento;4;8.6;preferente;55;Apartamento de 2 dormitorios;2;0;1;1;80;3;2;1;0;0;0;0
6;533.0;274.0;71;169.0;Genteel Home Capiteles;Barrio de Ronda, Granada;500;apartamento;4;8.8;;6;Apartamento;4;0;3;1;130;6;5;1;0;0;0;0
6;626.0;146.0;96;279.0;Genteel Home Carmen San Ignacio;Centro de Granada, Granada;1000;apartamento;4;9.5;preferente;152;Apartamento Superior de 3 dormitorios;3;1;3;1;120;5;4;1;0;0;0;0
8;656.0;48.0;100;94.0;Genteel Home Carmen San Ignacio;Centro de Granada, Granada;1000;apartamento;4;9.5;preferente;152;Apartamento Superior de 4 dormitorios;4;1;4;1;140;7;6;1;0;0;0;0
8;597.0;90.0;140;106.0;Genteel Home Carmen del Ciprés;Albaicín, Granada;800;apartamento;4;9.3;preferente;32;Casa de 4 dormitorios con terraza;4;1;3;1;227;6;4;2;0;0;0;0
8;697.0;235.0;169;216.0;Genteel Home Catedral;Centro de Granada, Granada;150;apartamento;4;9.3;preferente;49;1×;2;1;2;1;70;3;0;2;0;0;1;0
6;527.0;80.0;96;104.0;Genteel Home Catedral;Centro de Granada, Granada;150;apartamento;4;9.3;preferente;49;Dúplex;2;1;3;1;120;3;0;2;0;0;1;0
8;542.0;171.0;216;42.0;Genteel Home Góngora;Genil, Granada;900;apartamento;4;0.0;;0;Apartamento de 4 dormitorios con balcón;4;0;3;1;180;5;2;3;0;0;0;0
8;670.0;219.0;33;-31.0;Genteel Home Horno Marina;Centro de Granada, Granada;350;apartamento;4;8.9;;13;1×;1;1;1;1;35;2;0;1;0;0;1;0
6;981.0;245.0;14;189.0;Genteel Home Horno Marina;Centro de Granada, Granada;350;apartamento;4;8.9;;11;1×;1;1;1;1;38;1;0;1;0;0;0;0
8;479.0;281.0;13;79.0;Genteel Home Horno Marina;Centro de Granada, Granada;350;apartamento;4;9.0;;14;Apartamento de 2 dormitorios con terraza;2;1;1;0;43;2;0;2;0;0;0;0
8;648.0;243.0;3;165.0;Genteel Home Horno Marina;Centro de Granada, Granada;350;apartamento;4;8.9;;11;1×;2;1;1;1;44;3;0;2;0;0;1;0
8;865.0;211.0;6;40.0;Genteel Home Horno Marina;Centro de Granada, Granada;350;apartamento;4;9.0;;14;1×;2;1;1;1;47;4;4;0;0;0;0;0
8;658.0;218.0;67;-15.0;Genteel Home Horno Marina;Centro de Granada, Granada;350;apartamento;4;9.0;;14;1×;1;1;1;1;48;3;2;0;0;0;1;0
8;582.0;294.0;6;117.0;Genteel Home Horno Marina;Centro de Granada, Granada;350;apartamento;4;8.9;;13;Apartamento de 2 dormitorios;2;1;1;1;61;5;4;0;0;0;1;0
8;763.0;245.0;13;28.0;Genteel Home Horno Marina;Centro de Granada, Granada;350;apartamento;4;9.0;;14;Apartamento de 2 dormitorios;2;1;1;1;82;3;2;1;0;0;0;0
8;631.0;240.0;36;205.0;Genteel Home Isabel la Católica;Centro de Granada, Granada;50;apartamento;4;8.6;preferente;228;Apartamento de 2 dormitorios con terraza;2;0;1;1;100;2;0;2;0;0;0;0
