Guests;Price avg;Ranking position avg;Number of views;Price difference;Hotel name;Location;Distance;Type;Quality;Rating;Special;Review;Description;Bedrooms;Living Rooms;Bathrooms;Kitchens;Surface Area (m2);Total Beds;Individual Beds;Double Beds;Double Large Beds;Double Extralarge Beds;Sofa Beds;Bunk Beds
8;643.0;193.0;107;55.0;Apartamentos con encanto en el centro de Granada;Centro de Granada, Granada;600;apartamento;4;9.4;plus;839;2×;1;0;2;2;0;4;0;2;0;0;2;0
4;290.0;72.0;111;87.0;Apartamentos con encanto en el centro de Granada;Centro de Granada, Granada;600;apartamento;4;9.4;plus;839;Apartamento de 1 dormitorio;1;1;1;1;45;2;0;1;0;0;1;0
8;786.0;124.0;85;349.0;Apartamentos de Isabella;Barrio de Ronda, Granada;1000;apartamento;4;8.6;plus;166;1×;1;1;1;1;25;2;0;1;0;0;1;0
8;615.0;118.0;184;42.0;Apartamentos de Isabella;Barrio de Ronda, Granada;1000;apartamento;4;8.6;plus;166;Estudio;0;0;1;1;30;0;0;0;0;0;0;0
6;536.0;63.0;196;89.0;Apartamentos de Isabella;Barrio de Ronda, Granada;1000;apartamento;4;8.6;plus;166;Apartamento de 2 dormitorios;2;1;1;1;60;4;2;1;0;0;1;0
4;216.0;210.0;53;-6.0;Apartamentos en el corazón de Granada;Barrio de Ronda, Granada;800;apartamento;3;8.2;;8;Apartamento de 1 dormitorio;1;1;1;1;50;2;0;1;0;0;1;0
8;441.0;136.0;294;-86.0;Apartamentos en el corazón de Granada;Barrio de Ronda, Granada;800;apartamento;3;8.2;;8;Apartamento de 3 dormitorios;3;1;2;1;100;4;0;3;0;0;1;0
2;251.0;281.0;52;67.0;Apartamentos en pleno centro, Aljibe Rodrigo del Campo 1A;Centro de Granada, Granada;150;apartamento;4;9.7;;55;Apartamento de 1 dormitorio;1;1;1;1;50;1;0;1;0;0;0;0
2;246.0;128.0;37;77.0;Apartamentos en pleno centro, Aljibe Rodrigo del Campo 1B;Centro de Granada, Granada;150;apartamento;4;9.7;preferente;101;Apartamento de 1 dormitorio;1;1;1;1;60;1;0;1;0;0;0;0
2;249.0;141.0;46;83.0;Apartamentos en pleno centro, Aljibe Rodrigo del Campo 1C;Centro de Granada, Granada;150;apartamento;3;9.7;preferente;91;Apartamento de 1 dormitorio;1;1;1;1;60;1;0;1;0;0;0;0
2;251.0;218.0;45;68.0;Apartamentos en pleno centro, Aljibe Rodrigo del Campo 2A;Centro de Granada, Granada;150;apartamento;4;9.8;;84;Apartamento de 1 dormitorio;1;1;1;1;50;1;0;0;1;0;0;0
2;247.0;258.0;40;81.0;Apartamentos en pleno centro, Aljibe Rodrigo del Campo 2B;Centro de Granada, Granada;150;apartamento;4;9.8;;84;Apartamento de 1 dormitorio;1;1;1;1;60;2;2;0;0;0;0;0
2;258.0;96.0;34;73.0;Apartamentos en pleno centro, Aljibe Rodrigo del Campo 2C;Centro de Granada, Granada;150;apartamento;3;9.7;plus;137;Apartamento de 1 dormitorio;1;1;1;1;50;1;0;1;0;0;0;0
8;572.0;124.0;350;161.0;Apartamentos la Mariana;Centro de Granada, Granada;450;apartamento;3;9.4;preferente;149;Apartamento;0;0;0;0;0;6;2;3;0;0;1;0
8;761.0;291.0;90;104.0;Apartamentos miradores de granada;Sacromonte, Granada;1100;apartamento;3;8.2;;170;1×;2;1;1;1;60;3;0;2;0;0;1;0
8;703.0;200.0;58;86.0;Apartaments Center 2 bedrooms;Centro de Granada, Granada;600;apartamento;3;8.5;preferente;285;2×;4;0;2;2;0;10;4;2;0;0;4;0
6;452.0;153.0;76;72.0;Apartaments Center 2 bedrooms;Centro de Granada, Granada;600;apartamento;3;8.5;preferente;285;Apartamento;2;1;1;1;65;5;2;1;0;0;2;0
6;472.0;181.0;161;134.0;Apto de diseño centro parking calefacción aire wifi;Barrio de Ronda, Granada;900;apartamento;4;8.9;;68;Apartamento de 3 dormitorios;3;1;2;1;100;5;2;2;0;0;1;0
4;621.0;289.0;4;208.0;Apto en el Centro La Casita de Gaos Parking Gratuito;Barrio de Ronda, Granada;700;apartamento;4;9.6;;92;Apartamento de 2 dormitorios;2;1;1;1;90;5;3;1;0;0;1;0
8;339.0;176.0;54;-190.0;Apto familiar Centro Histórico;Albaicín, Granada;600;apartamento;3;9.3;;3;2×;2;0;2;2;0;6;0;2;0;0;0;4
4;142.0;129.0;47;-35.0;Apto familiar Centro Histórico;Albaicín, Granada;600;apartamento;3;9.5;;4;Apartamento de 2 dormitorios;2;0;1;1;70;3;0;1;0;0;0;2
6;285.0;87.0;213;-46.0;Arabial Deluxe;Barrio de Ronda, Granada;1200;apartamento;3;8.7;;147;Apartamento de 2 dormitorios;2;0;0;0;0;3;0;2;0;0;1;0
8;714.0;180.0;75;235.0;Arabica Suites - Lujosa Vivienda con Suites Chimeneas en Granada - Centro;Centro de Granada, Granada;250;apartamento;4;8.8;preferente;230;Apartamento Dúplex;3;1;3;1;110;4;0;1;2;0;1;0
6;466.0;229.0;38;114.0;Arandas;Centro de Granada, Granada;500;;0;9.6;preferente;18;Casa de 4 dormitorios;4;1;2;1;145;8;2;0;1;0;0;5
8;346.0;274.0;198;-303.0;Arc House Granada;Barrio de Ronda, Granada;1000;;0;6.8;;433;4×;0;0;0;0;0;4;0;4;0;0;0;0
8;553.0;225.0;145;267.0;Art Chapiz Apartments;Albaicín, Granada;1000;apartamento;4;9.2;preferente;100;1×;2;1;1;1;75;3;0;0;2;0;1;0
8;564.0;144.0;5;-124.0;Arte Vida Suites & Spa;Centro de Granada, Granada;150;hotel;3;8.6;preferente;197;2×;1;0;0;2;0;8;4;0;0;0;4;0
8;512.0;173.0;40;-34.0;Arte Vida Suites & Spa;Centro de Granada, Granada;150;hotel;3;8.6;preferente;197;1×;2;1;0;1;30;1;0;1;0;0;0;0
8;377.0;175.0;82;29.0;Arte Vida Suites & Spa;Centro de Granada, Granada;150;hotel;3;8.6;preferente;197;Apartamento de 1 dormitorio;1;0;1;1;50;0;2;0;0;0;0;0
8;394.0;158.0;88;51.0;Arte Vida Suites & Spa;Centro de Granada, Granada;150;hotel;3;8.6;preferente;197;Apartamento de 1 dormitorio (4 adultos);1;1;0;1;60;4;2;0;0;0;2;0
6;367.0;76.0;102;29.0;Arte Vida Suites & Spa;Centro de Granada, Granada;150;hotel;3;8.6;preferente;197;Apartamento de 2 dormitorios;2;1;0;1;65;4;2;1;0;0;1;0
8;369.0;188.0;312;-152.0;Arteaga Hostal & Baños Arabes Elvira;Centro de Granada, Granada;500;apartamento;3;8.6;preferente;734;1×;0;0;0;0;0;1;0;1;0;0;0;0
4;343.0;228.0;2;-185.0;At Home Realejo;Centro de Granada, Granada;400;apartamento;3;8.6;;46;Apartamento de 1 dormitorio;1;0;0;0;0;2;0;1;0;0;1;0
8;367.0;124.0;314;-177.0;Atenas Granada;Centro de Granada, Granada;500;hotel;2;7.8;preferente;142;1×;0;0;0;0;0;2;2;0;0;0;0;0
8;538.0;144.0;139;24.0;Atenas Granada;Centro de Granada, Granada;500;hotel;2;7.7;preferente;149;Apartamento Ático;4;1;2;1;100;8;4;0;2;0;2;0
4;270.0;155.0;71;68.0;Atico Aligma;Granada;6100;apartamento;4;9.4;preferente;230;Apartamento ático con aparcamiento gratuito;2;1;1;1;160;5;3;2;0;0;0;0
4;428.0;348.0;3;79.0;Atico Be suite Granada;Zaidín, Granada;1900;apartamento;4;9.2;;51;Apartamento;2;1;2;1;90;3;2;1;0;0;0;0
2;226.0;296.0;48;53.0;Atico CL centro Granada;Centro de Granada, Granada;300;apartamento;4;9.6;;97;Apartamento Ático;1;1;1;1;55;2;0;0;1;0;1;0
4;479.0;248.0;36;282.0;Atico Homelike;Barrio de Ronda, Granada;800;apartamento;4;9.5;preferente;49;Apartamento con terraza;2;1;2;1;100;2;0;1;1;0;0;0
4;341.0;251.0;11;26.0;Atico Los Olivos;Centro de Granada, Granada;500;apartamento;4;9.8;;15;Apartamento de 2 dormitorios;2;0;0;0;0;3;2;1;0;0;0;0
2;362.0;315.0;4;-20.0;Atico San Juan de Dios;Centro de Granada, Granada;800;;0;9.4;;5;Apartamento de 1 dormitorio;1;1;2;1;60;2;0;1;0;0;1;0
6;753.0;227.0;99;388.0;Atico Top Granada, Penthouse, 18-19th floor, City Centre, Views, Terrace, Free Parking;Beiro, Granada;1500;apartamento;4;9.5;;37;Apartamento Ático;4;1;3;1;240;7;4;1;1;0;1;0
4;220.0;358.0;1;-99.0;Atico con terracita y vistas Alhambra, centro;Albaicín, Granada;800;apartamento;3;7.7;;16;Apartamento de 1 dormitorio;1;1;1;1;35;2;0;1;0;0;1;0
4;208.0;339.0;17;-23.0;Avenida del Sur Retreat con Terraza;Beiro, Granada;2100;apartamento;4;7.7;;3;Apartamento de 2 dormitorios;2;1;1;1;59;3;1;1;0;0;1;0
8;591.0;272.0;178;-123.0;B&B HOTEL Granada Estación;Beiro, Granada;3200;hotel;4;8.6;;326;4×;0;0;0;0;0;2;0;0;4;0;0;0
8;497.0;79.0;159;118.0;BENDITA CASA;Centro de Granada, Granada;350;apartamento;3;9.1;preferente;125;Casa de 4 dormitorios;4;1;2;1;160;7;6;1;0;0;0;0
2;159.0;293.0;32;0.0;BONITO AP CENTRICO PATIO WIFI PARKING GRATIS.;Beiro, Granada;1300;apartamento;3;8.5;;111;Apartamento de 1 dormitorio;1;1;1;1;79;2;0;1;0;0;1;0
4;239.0;271.0;25;-18.0;BONITO PISO EN PLENO CENTRO CON PaRKING OPCIONAL;Centro de Granada, Granada;200;apartamento;3;8.9;destacado;110;Apartamento de 1 dormitorio;1;1;1;1;60;2;0;1;0;0;1;0
2;247.0;324.0;6;7.0;Bajo Real de Cartuja;Beiro, Granada;1100;apartamento;3;8.5;;15;Apartamento de 1 dormitorio;1;0;0;1;45;2;0;1;0;0;1;0
2;167.0;329.0;3;-179.0;Bajo en centro histórico frente Alhambra;Albaicín, Granada;800;apartamento;3;6.2;;30;Apartamento de 1 dormitorio;1;0;1;1;25;1;0;1;0;0;0;0
8;504.0;237.0;183;-58.0;Barbieri Granada Pensión;Centro de Granada, Granada;450;;0;8.1;preferente;13;1×;0;0;0;0;0;1;0;1;0;0;0;0
8;993.0;262.0;291;341.0;Barceló Carmen Granada;Centro de Granada, Granada;500;hotel;4;9.0;;850;Habitación Doble;0;0;0;0;0;0;2;0;0;0;0;0
8;939.0;211.0;240;291.0;Barceló Granada Congress;Barrio de Ronda, Granada;1300;hotel;5;8.7;preferente;274;4×;0;0;0;0;0;2;0;0;0;0;0;0
4;623.0;276.0;6;200.0;Baños del Agua;Albaicín, Granada;900;apartamento;4;9.8;;54;Casa de 2 dormitorios;2;0;1;1;90;3;0;0;2;0;1;0
8;374.0;148.0;152;-341.0;Be Free Granada;Chana, Granada;2500;apartamento;3;8.3;preferente;101;2×;1;0;2;2;0;4;0;2;0;0;2;0
8;183.0;73.0;136;-97.0;Be Free Granada;Chana, Granada;2500;apartamento;3;8.3;preferente;101;Apartamento de 1 dormitorio;1;1;1;1;60;2;0;1;0;0;1;0
8;858.0;34.0;3;-468.0;Be Free Granada;Chana, Granada;2500;apartamento;3;8.3;preferente;99;1×;2;1;1;1;75;3;1;1;0;0;1;0
6;299.0;67.0;171;-138.0;Be Free Granada;Chana, Granada;2500;apartamento;3;8.3;preferente;104;Apartamento de 3 dormitorios;3;1;2;1;90;4;2;1;0;0;1;0
8;510.0;244.0;59;-80.0;Be Suites Centro;Centro de Granada, Granada;150;apartamento;3;8.2;preferente;61;2×;2;0;2;2;0;6;4;0;0;0;2;0
8;395.0;236.0;4;-98.0;Be Suites Centro;Centro de Granada, Granada;150;apartamento;3;8.2;preferente;61;1×;1;1;1;1;35;2;0;1;0;0;0;0
6;551.0;275.0;116;165.0;Beautiful Apartment In Granada With Kitchen;Zaidín, Granada;1800;hotel;4;8.8;;13;Apartamento de 3 dormitorios;3;0;0;0;0;5;2;1;0;0;0;0
6;625.0;280.0;77;280.0;Beautiful Duplex-City Center. Parking by the house;Beiro, Granada;800;apartamento;4;9.0;;3;Casa de 3 dormitorios;3;0;2;1;110;5;4;1;0;0;0;0
4;242.0;228.0;25;-35.0;Bellalona;Zaidín, Granada;1700;apartamento;4;9.6;;10;Apartamento de 3 dormitorios;3;0;2;1;84;3;2;1;0;0;0;0
2;345.0;19.0;1;-197.0;Bellavista;Albaicín, Granada;700;apartamento;3;7.3;plus;302;Habitación Doble Económica;0;0;0;0;0;1;0;1;0;0;0;0
8;870.0;239.0;62;168.0;Bellavista;Albaicín, Granada;700;apartamento;3;7.3;plus;303;1×;2;1;2;1;70;1;0;1;0;0;0;0
4;579.0;226.0;4;112.0;Belvilla by OYO Apartamento 2 dormitorios;Granada;34200;apartamento;4;0.0;;0;Apartamento de 2 dormitorios;2;0;0;1;65;2;0;2;0;0;0;0
8;686.0;178.0;141;-51.0;BiBo Suites Gran Vía;Centro de Granada, Granada;250;apartamento;4;9.0;preferente;456;2×;0;0;2;2;0;4;0;2;0;0;2;0
8;287.0;231.0;109;67.0;BiBo Suites Gran Vía;Centro de Granada, Granada;250;apartamento;4;9.0;preferente;456;Estudio;0;0;1;1;25;2;0;1;0;0;1;0
8;810.0;40.0;2;18.0;BiBo Suites Gran Vía;Centro de Granada, Granada;250;apartamento;4;9.0;preferente;482;1×;0;0;1;1;30;3;2;0;0;0;1;0
8;731.0;162.0;40;40.0;BiBo Suites Gran Vía;Centro de Granada, Granada;250;apartamento;4;9.0;preferente;456;Apartamento de 1 dormitorio;1;1;1;1;35;2;0;1;0;0;1;0
6;443.0;82.0;176;20.0;BiBo Suites Gran Vía;Centro de Granada, Granada;250;apartamento;4;9.0;preferente;456;Apartamento de 2 dormitorios;2;1;1;1;45;4;2;1;0;0;1;0
8;778.0;175.0;98;23.0;BiBo Suites Oro del Darro;Albaicín, Granada;700;apartamento;4;9.2;preferente;598;2×;2;0;2;2;0;8;6;0;0;0;2;0
8;426.0;192.0;59;22.0;BiBo Suites Oro del Darro;Albaicín, Granada;700;apartamento;4;9.2;preferente;598;1×;2;1;1;1;40;2;0;1;0;0;1;0
2;358.0;325.0;1;128.0;BiBo Suites Oro del Darro;Albaicín, Granada;700;apartamento;4;9.2;preferente;598;Apartamento Superior de 1 dormitorio con vistas a la Alhambra;1;1;1;1;45;3;2;0;0;0;1;0
8;515.0;204.0;86;87.0;BiBo Suites Oro del Darro;Albaicín, Granada;700;apartamento;4;9.2;preferente;598;Apartamento Estándar de 1 dormitorio;1;1;1;1;48;3;2;0;0;0;1;0
8;362.0;153.0;39;79.0;BiBo Suites Oro del Darro;Albaicín, Granada;700;apartamento;4;9.2;preferente;598;Apartamento de 2 dormitorios (5 adultos);2;1;1;1;50;4;3;0;0;0;1;0
6;470.0;81.0;155;36.0;BiBo Suites Oro del Darro;Albaicín, Granada;700;apartamento;4;9.2;preferente;598;Apartamento Estándar de 2 dormitorios;2;1;1;1;60;4;2;1;0;0;1;0
8;712.0;181.0;140;-30.0;BiBo Suites Palacio de Portago;Centro de Granada, Granada;200;apartamento;4;9.4;preferente;533;2×;1;0;2;2;0;6;2;2;0;0;2;0
6;407.0;198.0;93;122.0;BiBo Suites Palacio de Portago;Centro de Granada, Granada;200;apartamento;4;9.4;preferente;533;Estudio Estándar;0;0;1;1;30;1;0;1;0;0;0;0
4;282.0;100.0;63;59.0;BiBo Suites Palacio de Portago;Centro de Granada, Granada;200;apartamento;4;9.4;preferente;533;Alojamiento Familiar de 1 dormitorio;1;1;1;1;40;3;1;1;0;0;1;0
8;807.0;203.0;24;217.0;BiBo Suites Palacio de Portago;Centro de Granada, Granada;200;apartamento;4;9.4;preferente;524;Apartamento de 1 dormitorio;1;1;1;1;45;3;2;0;0;0;1;0
8;745.0;211.0;51;109.0;BiBo Suites Palacio de Portago;Centro de Granada, Granada;200;apartamento;4;9.4;preferente;533;1×;1;1;1;1;50;2;0;1;0;0;1;0
8;604.0;192.0;48;-24.0;BiBo Suites Plaza Nueva;Albaicín, Granada;150;apartamento;4;9.2;preferente;833;2×;0;0;2;2;0;4;0;2;0;0;2;0
8;268.0;182.0;98;46.0;BiBo Suites Plaza Nueva;Albaicín, Granada;150;apartamento;4;9.2;preferente;833;Estudio;0;0;1;1;25;2;0;1;0;0;1;0
8;649.0;192.0;49;36.0;BiBo Suites Plaza Nueva;Albaicín, Granada;150;apartamento;4;9.2;preferente;833;Apartamento Estándar de 1 dormitorio;1;1;1;1;30;2;0;0;1;0;1;0
8;1553.0;40.0;2;139.0;BiBo Suites Plaza Nueva;Albaicín, Granada;150;apartamento;4;9.2;preferente;854;1×;1;1;1;1;35;2;0;1;0;0;1;0
6;473.0;90.0;169;32.0;BiBo Suites Plaza Nueva;Albaicín, Granada;150;apartamento;4;9.2;preferente;833;Apartamento Estándar de 2 dormitorios;2;1;1;1;45;4;2;1;0;0;1;0
8;679.0;59.0;84;-98.0;BiBo Suites Plaza Nueva;Albaicín, Granada;150;apartamento;4;9.2;preferente;833;Apartamento Superior de 3 dormitorios;3;1;2;1;55;4;0;1;2;0;1;0
8;1036.0;116.0;19;251.0;BiBo Suites Real Chancilleria;Albaicín, Granada;250;apartamento;4;9.5;preferente;294;2×;2;0;2;2;0;6;0;4;0;0;2;0
8;444.0;214.0;109;140.0;BiBo Suites Real Chancilleria;Albaicín, Granada;250;apartamento;4;9.5;preferente;293;Apartamento Estándar de 1 dormitorio;1;1;1;1;50;2;0;1;0;0;1;0
8;512.0;60.0;180;93.0;BiBo Suites Real Chancilleria;Albaicín, Granada;250;apartamento;4;9.5;preferente;293;Apartamento Superior - 2 dormitorios - vistas;2;1;1;1;65;3;0;2;0;0;1;0
6;663.0;8.0;3;118.0;BiBo Suites Real Chancilleria;Albaicín, Granada;250;apartamento;4;9.5;preferente;294;Apartamento Collection de 2 dormitorios;2;1;2;1;75;4;2;0;1;0;1;0
8;652.0;36.0;135;-46.0;BiBo Suites Real Chancilleria;Albaicín, Granada;250;apartamento;4;9.5;preferente;293;Apartamento Collection de 3 dormitorios;3;1;2;1;90;6;4;1;0;0;1;0
8;790.0;223.0;144;23.0;BiBo Suites San Agustín;Centro de Granada, Granada;250;apartamento;4;9.3;;248;2×;1;0;2;2;0;6;4;0;0;0;2;0
8;545.0;262.0;43;21.0;BiBo Suites San Agustín;Centro de Granada, Granada;250;apartamento;4;9.3;;248;Apartamento de 1 dormitorio;1;1;1;1;40;3;2;0;0;0;1;0
6;434.0;127.0;158;21.0;BiBo Suites San Agustín;Centro de Granada, Granada;250;apartamento;4;9.3;;248;Apartamento de 2 dormitorios con 2 baños;2;1;2;1;55;4;2;1;0;0;1;0
8;1101.0;165.0;137;490.0;Bib Rambla Luxury Apartments;Centro de Granada, Granada;250;apartamento;4;9.4;plus;281;1×;1;1;1;1;60;1;0;0;1;0;0;0
8;981.0;157.0;66;498.0;Bib Rambla Luxury Apartments;Centro de Granada, Granada;250;apartamento;4;9.4;plus;281;1×;2;1;1;1;70;2;0;0;2;0;0;0
6;831.0;133.0;185;412.0;Bib Rambla Luxury Apartments;Centro de Granada, Granada;250;apartamento;4;9.4;plus;281;Apartamento Ático;3;1;2;1;90;3;0;0;3;0;0;0
6;696.0;192.0;107;298.0;Bienvenidos a la Casa del Realejo;Centro de Granada, Granada;500;;0;9.5;;18;Casa de 4 dormitorios;4;0;2;1;210;4;1;3;0;0;0;0
8;990.0;156.0;287;410.0;Biznaga Nevada;Granada;20100;apartamento;3;9.8;preferente;14;Apartamento Dúplex;2;0;2;1;62;5;2;1;1;0;1;0
8;540.0;283.0;108;-330.0;Black Swan Hostel Granada;Centro de Granada, Granada;700;;0;8.9;;904;8×;0;0;0;0;0;6;0;0;0;0;0;8
8;555.0;207.0;8;-775.0;Black Swan Hostel Granada;Centro de Granada, Granada;700;;0;8.9;;833;1×;0;0;0;0;16;8;0;0;0;0;0;1
8;470.0;162.0;1;-702.0;Black Swan Hostel Granada;Centro de Granada, Granada;700;;0;8.9;;875;1×;0;0;0;0;20;10;0;0;0;0;0;1
6;279.0;35.0;24;2.0;BnS Central Suites;Centro de Granada, Granada;600;apartamento;4;9.2;;56;Apartamento de 3 dormitorios;3;0;2;1;94;4;2;2;0;0;0;0
8;494.0;124.0;50;-107.0;BnS Dauro Suites;Albaicín, Granada;700;apartamento;4;9.0;;257;1×;1;1;1;1;55;2;0;1;0;0;1;0
8;450.0;33.0;96;-69.0;BnS Dauro Suites;Albaicín, Granada;700;apartamento;4;9.0;;257;Apartamento de 2 dormitorios;2;1;1;1;84;4;2;1;0;0;1;0
6;378.0;167.0;152;22.0;Bonita casa en Barrio de Monachil;Granada;5700;apartamento;4;9.7;preferente;72;Apartamento con terraza;3;0;2;1;150;4;2;1;0;1;0;0
6;188.0;49.0;120;-127.0;Bonito Apartamento en el centro de Granada con parking gratis;Centro de Granada, Granada;150;apartamento;3;6.3;;117;Apartamento de 2 dormitorios;2;1;1;1;70;4;0;0;1;0;1;2
4;221.0;185.0;81;-22.0;Bonito Loft San Miguel Centro Catedral Wifi;Centro de Granada, Granada;600;apartamento;3;9.1;;39;Apartamento - Planta baja;1;0;1;1;30;2;0;1;0;0;1;0
2;166.0;230.0;28;-37.0;Bonito apartamento en Albaicin;Albaicín, Granada;500;apartamento;3;8.6;;80;Apartamento;1;0;1;1;60;2;0;1;0;0;1;0
4;332.0;267.0;6;30.0;Bonito apartamento en Granada (zona palacio congresos y metro);Zaidín, Granada;1600;apartamento;3;9.2;;64;Apartamento de 3 dormitorios;3;0;0;0;0;3;2;1;0;0;0;0
6;497.0;307.0;27;154.0;Bonito apartamento en el corazón del Realejo;Centro de Granada, Granada;350;;0;10.0;;1;Apartamento de 2 dormitorios;2;1;1;0;15;4;2;1;0;0;1;0
4;278.0;304.0;31;16.0;Bonito apartamento junto a Paseo de la Bomba;Centro de Granada, Granada;1100;apartamento;3;8.1;;22;Apartamento de 2 dormitorios;2;1;1;1;60;3;2;0;1;0;0;0
2;142.0;245.0;6;-121.0;Bonito estudio en el centro de Granada;Centro de Granada, Granada;250;apartamento;3;6.5;;2;Apartamento de 1 dormitorio;1;0;0;0;0;1;0;1;0;0;0;0
2;185.0;310.0;41;-12.0;Bonito piso en el centro de Granada by beBalmy;Beiro, Granada;1300;apartamento;3;8.0;;3;Apartamento de 1 dormitorio;1;0;1;1;22;1;0;1;0;0;0;0
4;386.0;231.0;5;11.0;Bonito y acogedor apartamento pleno centro junto Catedral;Centro de Granada, Granada;50;apartamento;3;8.2;;95;Apartamento de 2 dormitorios;2;1;1;1;65;3;0;1;0;0;1;1
4;244.0;165.0;50;37.0;Boutique Apartment Center Granada;Centro de Granada, Granada;500;apartamento;3;8.4;;50;Apartamento de 2 dormitorios;2;1;1;0;60;4;2;1;0;0;1;0
8;1262.0;285.0;157;462.0;Boutique Hotel Luna Granada Centro;Centro de Granada, Granada;500;hotel;4;9.1;;581;1×;0;0;0;0;0;2;2;0;0;0;0;0
8;1170.0;305.0;29;482.0;Boutique Hotel Luna Granada Centro;Centro de Granada, Granada;500;hotel;4;9.1;;581;1×;0;0;0;0;40;2;2;0;0;0;0;0
4;286.0;221.0;95;79.0;Breathtaking Alhambra view balconies, Albaizyn;Albaicín, Granada;350;apartamento;3;8.8;preferente;44;Apartamento de 2 dormitorios;2;1;1;1;60;2;0;2;0;0;0;0
8;709.0;157.0;208;215.0;Bright & Elegant City Centre 3 bedroom Apartment;Barrio de Ronda, Granada;1000;apartamento;4;9.4;;45;Apartamento;3;1;2;1;110;7;5;0;1;0;1;0
8;868.0;160.0;44;290.0;Bright and Elegant Gran Via apartments;Centro de Granada, Granada;200;apartamento;4;8.3;plus;12;1×;2;0;2;1;80;3;2;1;0;0;0;0
6;525.0;105.0;188;238.0;Bright and Elegant Gran Via apartments;Centro de Granada, Granada;200;apartamento;4;7.8;plus;13;Apartamento de 3 dormitorios;3;0;2;1;85;4;2;2;0;0;0;0
8;316.0;141.0;440;-172.0;Broz Hostel;Barrio de Ronda, Granada;900;;0;8.9;preferente;132;1×;0;0;0;0;0;0;0;0;0;0;0;6
8;390.0;245.0;11;-464.0;Broz Hostel;Barrio de Ronda, Granada;900;;0;8.9;preferente;133;1×;0;0;0;0;17;6;0;0;0;0;0;1
8;1036.0;229.0;284;551.0;Bubaqia House - Suites Boutique;Centro de Granada, Granada;250;;0;9.5;preferente;76;Suite Junior con balcón;0;0;0;0;0;2;0;0;1;0;1;0
8;1401.0;191.0;79;681.0;Bubaqia House - Suites Boutique;Centro de Granada, Granada;250;;0;9.5;preferente;76;1×;0;0;0;0;45;2;0;0;1;0;1;0
8;564.0;183.0;114;-117.0;C&V Apartamentos - Horno de Marina;Centro de Granada, Granada;400;apartamento;3;8.3;preferente;395;2×;2;0;2;2;0;6;2;2;0;0;2;0
8;359.0;171.0;112;12.0;C&V Apartamentos - Horno de Marina;Centro de Granada, Granada;400;apartamento;3;8.3;preferente;395;Estudio;0;0;1;1;26;1;0;1;0;0;0;0
8;400.0;212.0;82;13.0;C&V Apartamentos - Horno de Marina;Centro de Granada, Granada;400;apartamento;3;8.3;preferente;395;Apartamento;1;1;1;1;35;3;1;1;0;0;1;0
8;634.0;210.0;50;-146.0;CALLE NAVAS CENTRO JUNTO AYUNTAMIENTO center;Centro de Granada, Granada;250;apartamento;3;7.4;;13;1×;1;1;1;1;70;2;0;1;0;0;1;0
6;416.0;227.0;58;-13.0;CALLE NAVAS CENTRO JUNTO AYUNTAMIENTO center;Centro de Granada, Granada;250;apartamento;3;7.4;;13;Apartamento de 2 dormitorios;2;1;1;1;80;4;2;1;0;0;1;0
8;547.0;160.0;283;47.0;CALM SUITES Molino Corteza del Carmen;Centro de Granada, Granada;100;apartamento;4;9.2;preferente;84;1×;1;1;1;1;40;2;0;0;1;0;1;0
8;434.0;236.0;5;191.0;CALM SUITES Molino Corteza del Carmen;Centro de Granada, Granada;100;apartamento;4;9.2;preferente;84;Apartamento Dúplex con terraza;1;1;1;1;50;2;0;0;1;0;1;0
6;573.0;183.0;14;127.0;CANDIL SUITE Origen;Albaicín, Granada;800;apartamento;4;8.6;preferente;486;1×;1;1;1;1;30;3;2;0;0;0;1;0
8;300.0;177.0;51;70.0;CANDIL SUITE Origen;Albaicín, Granada;800;apartamento;4;8.6;preferente;486;Apartamento Estándar;1;1;1;1;50;2;0;0;1;0;1;0
8;804.0;243.0;82;207.0;CANDIL SUITE Origen;Albaicín, Granada;800;apartamento;4;8.6;preferente;486;1×;1;1;1;1;80;2;0;0;1;0;1;0
4;275.0;287.0;67;89.0;CANDIL SUITE Realejo;Centro de Granada, Granada;450;apartamento;3;8.6;preferente;469;Suite Junior con balcón;0;0;2;0;0;2;0;1;0;0;1;0
8;1115.0;285.0;24;474.0;CANDIL SUITE Realejo;Centro de Granada, Granada;450;apartamento;3;8.6;preferente;469;1×;1;1;2;0;24;3;2;0;0;0;1;0
8;1188.0;329.0;1;351.0;CANDIL SUITE Realejo;Centro de Granada, Granada;450;apartamento;3;8.6;preferente;469;1×;2;0;1;0;45;1;0;1;0;0;0;0
8;1196.0;317.0;95;541.0;CANDIL SUITE Realejo;Centro de Granada, Granada;450;apartamento;3;8.6;preferente;469;1×;0;0;0;0;50;1;0;1;0;0;0;0
4;286.0;139.0;19;87.0;CARRERA HOME;Centro de Granada, Granada;500;apartamento;4;9.5;;136;Apartamento de 2 dormitorios;2;1;2;1;95;4;2;1;0;0;1;0
6;427.0;186.0;145;78.0;CASA ALBAYCIN;Albaicín, Granada;350;apartamento;3;8.8;;49;Apartamento de 2 dormitorios;2;1;3;1;70;3;0;2;0;0;1;0
2;120.0;278.0;7;-163.0;CASA HONDA10;Centro de Granada, Granada;350;;0;9.3;;12;Habitación Doble con baño compartido;0;0;0;0;0;1;0;1;0;0;0;0
